policy_id,customer_id,policy_type,premium_amount,coverage_amount,policy_start_date,policy_end_date,policy_status,policy_risk_level
POL_769565,CUST_782841,life,2187,150000,2023-04-04,2025-06-28,active,high
POL_583247,CUST_380670,life,1134,180000,2024-12-15,2027-11-07,active,high
POL_860039,CUST_380670,home,664,120000,2024-11-09,2027-07-28,active,low
POL_153339,CUST_583103,home,1022,100000,2022-06-07,2023-11-18,active,high
POL_221375,CUST_661587,health,1480,70000,2020-05-18,2022-12-15,active,high
POL_675673,CUST_393983,health,745,77000,2024-07-12,2026-01-22,active,low
POL_634862,CUST_244396,health,2103,94500,2024-04-30,2025-07-24,inactive,high
POL_563902,CUST_244396,home,1024,110000,2021-08-05,2022-08-18,active,low
POL_437478,CUST_909268,health,2128,84000,2023-12-20,2026-10-03,active,medium
POL_224745,CUST_909268,life,626,180000,2022-05-22,2024-10-24,active,medium
POL_239578,CUST_377025,life,865,187500,2020-12-21,2023-02-18,active,medium
POL_526749,CUST_893351,life,2484,150000,2022-06-08,2025-03-18,active,low
POL_807699,CUST_893351,auto,646,25000,2022-05-28,2023-11-09,active,medium
POL_957757,CUST_538177,life,3095,202500,2021-06-22,2023-02-12,active,high
POL_480214,CUST_538177,auto,2415,27500,2021-06-03,2023-03-05,active,medium
POL_843923,CUST_898019,life,2733,180000,2021-12-08,2023-03-03,active,medium
POL_781778,CUST_928479,health,1713,70000,2021-11-05,2023-06-01,active,low
POL_355970,CUST_897535,home,642,100000,2022-04-26,2023-11-29,active,high
POL_938561,CUST_284239,life,1293,187500,2021-03-08,2023-02-12,active,low
POL_176960,CUST_884845,auto,682,25000,2019-08-06,2020-12-26,active,high
POL_627209,CUST_884845,home,2494,100000,2023-11-05,2026-08-28,active,medium
POL_156274,CUST_436271,home,1646,100000,2018-11-20,2020-03-30,active,medium
POL_701807,CUST_866670,health,2294,70000,2018-08-18,2021-03-06,active,high
POL_835473,CUST_638805,health,1764,70000,2018-04-08,2020-11-07,active,low
POL_141505,CUST_638805,home,1838,100000,2019-09-13,2022-09-11,inactive,low
POL_948730,CUST_946113,health,1969,70000,2021-06-18,2022-08-27,inactive,medium
POL_147844,CUST_853744,life,1373,150000,2024-08-22,2026-11-14,active,high
POL_674080,CUST_175152,health,1327,70000,2020-04-04,2023-03-18,active,low
POL_403586,CUST_908397,auto,1631,25000,2022-08-02,2024-11-03,active,low
POL_795438,CUST_635068,life,1900,150000,2018-01-30,2020-10-03,inactive,medium
POL_790594,CUST_635068,auto,1498,25000,2021-04-17,2023-12-02,active,medium
POL_719943,CUST_482923,health,879,70000,2024-09-14,2026-09-07,active,low
POL_481937,CUST_482923,life,1996,150000,2019-01-07,2020-08-16,active,medium
POL_454523,CUST_481019,auto,2614,27500,2019-04-30,2020-10-11,active,low
POL_864265,CUST_211727,home,1017,100000,2020-03-24,2022-06-09,active,medium
POL_164524,CUST_852235,health,1296,70000,2020-06-30,2022-10-19,active,medium
POL_404580,CUST_852235,auto,1473,25000,2022-11-16,2024-09-16,active,low
POL_284010,CUST_412675,health,1163,87500,2021-01-02,2023-06-13,active,low
POL_891294,CUST_692840,life,930,187500,2020-12-02,2022-11-05,active,high
POL_435824,CUST_252008,health,1511,70000,2021-11-22,2023-12-10,active,low
POL_966401,CUST_638509,health,833,70000,2024-03-09,2026-02-04,active,medium
POL_398992,CUST_269061,life,1149,150000,2022-05-07,2025-01-06,active,medium
POL_862595,CUST_269061,home,528,100000,2023-11-12,2025-06-12,active,medium
POL_627321,CUST_530462,home,671,110000,2019-09-02,2022-03-28,active,medium
POL_257056,CUST_816458,home,2100,100000,2020-03-27,2022-11-10,active,high
POL_846367,CUST_822727,health,2411,77000,2024-04-08,2027-04-06,active,medium
POL_115244,CUST_733084,health,2295,70000,2024-06-27,2026-12-20,active,low
POL_655992,CUST_525528,health,619,77000,2021-10-26,2023-04-28,active,medium
POL_429264,CUST_525528,life,1191,165000,2020-03-12,2021-04-13,inactive,low
POL_366952,CUST_732404,health,1852,70000,2022-10-08,2024-01-21,active,low
POL_566791,CUST_885654,life,1869,202500,2020-08-14,2023-06-13,active,low
POL_839717,CUST_885654,auto,1587,27500,2023-07-28,2025-04-19,active,low
POL_292104,CUST_574817,life,3152,202500,2021-12-02,2023-01-25,active,high
POL_697818,CUST_856908,health,2389,94500,2018-01-20,2020-04-17,active,high
POL_869851,CUST_856908,auto,1060,27500,2022-12-19,2025-04-17,active,high
POL_632485,CUST_383903,life,1549,150000,2018-07-13,2020-04-06,active,medium
POL_125929,CUST_383903,auto,1699,25000,2021-11-26,2024-07-29,active,high
POL_683144,CUST_941698,health,1665,94500,2019-12-01,2021-09-29,active,medium
POL_209837,CUST_941698,life,2119,202500,2018-06-30,2020-05-10,active,medium
POL_812909,CUST_504271,health,1522,70000,2020-12-02,2021-12-08,inactive,high
POL_611664,CUST_711410,life,2825,187500,2023-10-24,2026-02-09,active,high
POL_832041,CUST_394065,health,2055,70000,2018-11-14,2020-10-10,active,medium
POL_720268,CUST_873406,life,2361,202500,2019-10-20,2021-03-05,active,low
POL_905203,CUST_973321,auto,2414,25000,2023-02-12,2025-11-20,active,high
POL_648928,CUST_980286,life,768,202500,2022-06-19,2025-01-06,active,medium
POL_823122,CUST_980286,home,2068,110000,2023-05-11,2025-06-27,active,low
POL_710050,CUST_521491,life,970,150000,2024-12-27,2027-12-05,active,medium
POL_419572,CUST_521491,home,1464,100000,2024-09-08,2025-12-19,active,low
POL_904430,CUST_184718,health,2585,77000,2024-06-19,2025-12-26,active,high
POL_961317,CUST_819559,health,1397,87500,2022-04-06,2024-08-20,active,medium
POL_916435,CUST_819559,auto,1069,25000,2021-10-08,2023-06-12,active,medium
POL_682810,CUST_528826,health,1073,70000,2022-03-17,2024-06-10,inactive,medium
POL_496269,CUST_528826,life,2194,150000,2022-12-21,2024-04-02,active,medium
POL_524486,CUST_815641,health,984,70000,2019-04-11,2020-07-15,active,high
POL_425804,CUST_815641,home,1255,100000,2022-03-02,2023-07-21,active,low
POL_617919,CUST_408224,health,3177,94500,2022-10-29,2025-04-15,active,medium
POL_769095,CUST_408224,auto,1654,27500,2021-07-12,2023-09-01,active,low
POL_440417,CUST_418813,health,1322,87500,2020-04-15,2021-10-09,active,low
POL_273571,CUST_330519,health,520,70000,2018-12-02,2019-12-29,active,high
POL_312979,CUST_910951,home,2392,100000,2024-03-30,2026-09-16,active,high
POL_910697,CUST_598408,life,814,165000,2024-05-30,2027-04-12,active,low
POL_877548,CUST_783399,auto,1052,25000,2018-12-14,2020-03-14,active,low
POL_590120,CUST_404616,life,711,180000,2023-01-31,2024-12-08,active,medium
POL_598151,CUST_114133,health,1934,70000,2021-07-07,2024-06-09,active,high
POL_235747,CUST_822924,health,1393,70000,2024-08-05,2026-05-12,active,low
POL_281207,CUST_197527,life,2094,150000,2020-02-02,2021-04-11,active,medium
POL_375408,CUST_197527,home,1159,100000,2024-01-17,2025-06-22,active,medium
POL_145298,CUST_729563,health,2543,87500,2018-04-13,2020-09-04,active,high
POL_382303,CUST_399654,home,955,110000,2022-01-26,2024-04-29,active,high
POL_446104,CUST_323571,health,895,70000,2021-03-26,2022-09-09,active,medium
POL_280603,CUST_323571,life,865,150000,2023-03-07,2024-05-07,active,medium
POL_406417,CUST_804850,health,2401,94500,2021-07-28,2024-06-04,active,medium
POL_607291,CUST_109083,health,1330,70000,2019-06-24,2020-06-24,active,high
POL_921767,CUST_945918,health,856,70000,2019-09-03,2021-01-14,active,low
POL_558934,CUST_426158,health,2418,87500,2023-11-14,2026-09-07,active,low
POL_967981,CUST_426158,life,1926,187500,2020-09-13,2022-04-14,active,medium
POL_710448,CUST_187920,auto,2250,27500,2021-12-06,2023-07-30,active,medium
POL_280763,CUST_478077,health,2437,70000,2018-07-11,2021-01-23,active,high
POL_854235,CUST_726997,health,2330,70000,2020-04-03,2022-09-10,active,medium
POL_148144,CUST_862010,health,1297,70000,2024-09-03,2027-01-29,active,low
POL_572630,CUST_696095,home,1640,100000,2018-01-08,2019-06-14,active,high
POL_496923,CUST_131987,home,909,100000,2019-06-25,2022-04-29,active,high
POL_410460,CUST_852058,life,3603,217500,2021-02-04,2023-10-29,inactive,low
POL_728586,CUST_415029,auto,2092,27500,2021-04-16,2023-07-28,active,low
POL_463032,CUST_757462,home,1040,100000,2021-08-29,2022-11-20,active,low
POL_520266,CUST_984312,home,2334,100000,2024-10-16,2026-04-04,active,high
POL_666091,CUST_896842,life,536,150000,2022-11-02,2023-11-23,active,low
POL_816178,CUST_475817,auto,1010,25000,2019-08-24,2020-09-03,active,low
POL_595544,CUST_485414,life,528,150000,2019-12-07,2022-08-06,active,high
POL_245668,CUST_485414,home,517,100000,2023-05-28,2025-12-13,active,high
POL_104997,CUST_600774,health,1049,70000,2021-07-08,2023-01-31,active,high
POL_233990,CUST_600774,auto,801,25000,2019-11-28,2021-03-30,active,high
POL_314746,CUST_727941,life,1621,150000,2024-12-28,2026-01-18,active,medium
POL_851716,CUST_727941,home,2178,100000,2020-06-08,2021-12-03,active,low
POL_419784,CUST_280933,health,1207,87500,2019-08-12,2021-03-29,active,medium
POL_640803,CUST_186835,auto,783,25000,2022-05-25,2023-07-23,active,low
POL_894236,CUST_186835,home,1639,100000,2018-11-30,2020-08-16,active,high
POL_801881,CUST_609576,auto,1865,27500,2021-01-15,2023-07-23,active,low
POL_285026,CUST_830609,home,1873,100000,2020-02-24,2021-07-02,active,high
POL_225264,CUST_780534,health,2423,70000,2022-10-07,2024-11-14,active,high
POL_633008,CUST_772501,life,1695,150000,2018-11-29,2020-01-14,active,high
POL_253833,CUST_772501,auto,692,25000,2022-06-27,2024-01-14,active,low
POL_433454,CUST_200639,life,991,150000,2023-01-02,2025-12-11,active,high
POL_916990,CUST_200639,auto,2435,25000,2020-01-02,2021-03-24,active,medium
POL_568292,CUST_710637,life,1206,150000,2021-05-21,2023-02-08,active,low
POL_640990,CUST_710637,home,816,100000,2018-07-30,2020-04-25,active,high
POL_941104,CUST_283208,health,2618,77000,2024-12-07,2027-04-25,active,medium
POL_459909,CUST_283208,life,2289,165000,2019-12-19,2022-10-22,active,high
POL_328986,CUST_215122,health,2087,77000,2020-04-01,2021-05-03,active,medium
POL_154743,CUST_215122,home,1018,100000,2022-02-02,2024-11-26,active,high
POL_987734,CUST_624792,health,1260,94500,2022-11-29,2024-08-30,active,low
POL_790742,CUST_624792,life,1075,202500,2018-08-02,2020-09-14,active,low
POL_102064,CUST_662463,health,2421,77000,2024-03-05,2025-11-12,active,high
POL_882935,CUST_662463,life,2691,165000,2020-09-23,2022-12-12,active,high
POL_473008,CUST_771377,health,1281,70000,2022-01-28,2024-06-30,active,high
POL_862517,CUST_771377,home,1562,100000,2023-06-16,2024-09-18,active,high
POL_337277,CUST_612900,auto,2603,27500,2023-04-01,2024-11-25,active,low
POL_623047,CUST_126632,health,1298,77000,2023-08-17,2025-03-20,inactive,high
POL_858505,CUST_126632,home,2726,110000,2020-10-07,2023-04-06,active,high
POL_158739,CUST_741824,life,1712,150000,2021-04-07,2024-02-27,inactive,medium
POL_971951,CUST_123432,health,1394,70000,2021-03-31,2024-02-24,active,medium
POL_585841,CUST_123432,home,1277,100000,2024-11-11,2026-05-02,active,high
POL_146049,CUST_801904,health,3586,108500,2019-09-21,2022-08-13,active,medium
POL_667239,CUST_789622,life,2175,187500,2019-09-26,2021-07-08,active,low
POL_265960,CUST_490386,life,2875,187500,2024-11-18,2026-11-14,active,low
POL_547419,CUST_490386,home,1036,100000,2023-02-05,2025-01-05,active,low
POL_258573,CUST_316087,health,2281,70000,2020-10-02,2023-01-02,active,low
POL_217796,CUST_316087,home,661,100000,2018-04-04,2019-06-08,active,medium
POL_510470,CUST_373715,auto,1157,25000,2021-09-25,2024-09-04,active,medium
POL_486267,CUST_606362,life,1441,150000,2023-05-20,2025-01-27,active,low
POL_411526,CUST_606362,home,588,100000,2023-01-31,2024-12-06,active,medium
POL_691034,CUST_168870,health,2107,77000,2024-10-16,2027-03-20,active,low
POL_517924,CUST_168870,life,2318,165000,2019-05-25,2022-05-11,active,medium
POL_346459,CUST_550258,home,1785,100000,2023-10-12,2024-12-03,active,low
POL_989972,CUST_794161,home,2159,100000,2021-03-18,2023-10-28,active,low
POL_687264,CUST_170238,health,948,70000,2018-01-08,2019-01-17,active,low
POL_944497,CUST_170238,life,959,150000,2023-12-25,2026-04-29,active,low
POL_119138,CUST_732799,life,2305,165000,2021-07-05,2024-06-05,active,low
POL_634304,CUST_732799,auto,1939,27500,2018-08-13,2020-04-04,active,low
POL_210552,CUST_461927,life,1200,202500,2021-01-08,2022-08-06,active,low
POL_845755,CUST_461927,auto,1543,27500,2019-03-24,2020-08-24,active,high
POL_677587,CUST_732184,health,1256,70000,2018-04-29,2020-01-31,active,high
POL_908614,CUST_511209,auto,1783,25000,2024-02-13,2025-06-02,active,high
POL_988938,CUST_506610,life,2170,202500,2022-02-03,2024-09-03,active,high
POL_711641,CUST_506610,home,1591,110000,2019-12-28,2022-10-15,active,low
POL_752147,CUST_120482,health,2291,70000,2023-11-22,2024-12-30,active,high
POL_795012,CUST_120482,life,793,150000,2020-08-21,2023-08-08,inactive,high
POL_198716,CUST_511256,health,2785,87500,2020-05-12,2022-12-24,active,high
POL_549701,CUST_511256,home,579,100000,2018-05-08,2020-02-15,active,medium
POL_905704,CUST_738430,auto,1815,27500,2020-03-15,2021-04-25,active,low
POL_170675,CUST_738430,home,1772,110000,2022-05-07,2024-12-19,active,high
POL_140963,CUST_674474,health,2556,87500,2022-05-29,2024-10-01,active,medium
POL_886204,CUST_674474,home,1829,100000,2024-11-13,2027-05-17,active,medium
POL_965461,CUST_565608,auto,2457,27500,2020-11-16,2022-08-22,active,medium
POL_185832,CUST_565608,home,1871,110000,2024-02-14,2026-02-07,active,low
POL_916002,CUST_914026,auto,787,27500,2019-11-13,2022-02-05,active,low
POL_115448,CUST_741699,home,1277,110000,2023-02-25,2024-10-16,active,high
POL_618341,CUST_968250,health,709,70000,2018-07-10,2020-12-29,inactive,low
POL_117301,CUST_530122,health,1191,70000,2019-12-20,2021-08-05,active,low
POL_608344,CUST_851914,health,830,70000,2023-05-02,2024-11-01,active,high
POL_820629,CUST_282117,auto,2356,25000,2019-10-11,2021-02-04,active,medium
POL_254340,CUST_611357,auto,2447,27500,2023-06-19,2026-05-01,inactive,low
POL_401135,CUST_790538,health,865,94500,2020-12-27,2022-08-10,active,low
POL_266394,CUST_790538,life,2687,202500,2020-08-15,2023-02-21,active,medium
POL_560504,CUST_813604,life,1590,165000,2022-02-05,2024-09-23,active,low
POL_699609,CUST_813604,home,1452,100000,2019-03-25,2022-01-22,active,high
POL_297857,CUST_822253,health,2127,77000,2018-04-19,2020-04-13,active,high
POL_769428,CUST_822253,home,2633,110000,2022-06-03,2024-05-07,active,medium
POL_499492,CUST_482711,auto,1086,25000,2018-09-07,2021-05-27,active,high
POL_919245,CUST_482711,home,975,100000,2023-12-28,2026-03-19,active,high
POL_828797,CUST_692552,auto,2062,30000,2019-01-20,2021-04-01,active,medium
POL_231939,CUST_733715,health,2561,87500,2019-10-11,2022-06-30,inactive,high
POL_508513,CUST_183601,health,691,70000,2023-05-22,2024-12-04,active,low
POL_670133,CUST_183601,home,1166,100000,2024-09-11,2025-09-13,active,low
POL_605553,CUST_420567,health,674,70000,2018-04-06,2019-05-08,active,high
POL_972172,CUST_699108,life,1464,150000,2019-04-24,2021-10-05,active,low
POL_362293,CUST_699108,auto,2000,25000,2023-05-07,2026-02-19,active,low
POL_292332,CUST_339132,health,1701,70000,2018-07-15,2020-02-12,active,low
POL_754828,CUST_970511,health,1150,70000,2023-10-12,2025-01-09,active,low
POL_597801,CUST_231988,auto,972,25000,2019-09-07,2021-02-17,active,medium
POL_791862,CUST_231988,home,1828,100000,2022-02-21,2023-11-19,active,high
POL_605637,CUST_724037,life,1216,150000,2021-03-07,2022-12-21,active,low
POL_728835,CUST_724037,home,1408,100000,2023-07-18,2026-07-13,active,low
POL_864306,CUST_575301,health,1094,70000,2022-11-29,2025-10-22,active,high
POL_426957,CUST_727773,life,1801,187500,2018-11-07,2021-02-15,inactive,low
POL_571183,CUST_727773,auto,1335,25000,2024-04-04,2026-05-05,inactive,high
POL_106020,CUST_804505,health,2805,94500,2020-12-04,2022-04-11,active,high
POL_549914,CUST_804505,life,2808,202500,2020-06-14,2022-10-10,active,high
POL_574631,CUST_759629,health,3366,94500,2019-11-09,2021-05-22,active,medium
POL_855537,CUST_264922,life,741,165000,2019-06-21,2021-05-10,active,high
POL_671060,CUST_264922,auto,2479,27500,2020-04-16,2021-05-16,active,medium
POL_130494,CUST_156768,life,1560,150000,2023-07-16,2026-02-12,active,high
POL_186463,CUST_156768,auto,643,25000,2018-11-11,2020-05-09,active,low
POL_217074,CUST_609937,health,2339,70000,2021-07-18,2024-02-06,active,medium
POL_507658,CUST_609937,home,1389,100000,2018-05-18,2019-11-11,active,low
POL_309482,CUST_593298,health,933,77000,2019-02-23,2021-11-06,active,low
POL_404725,CUST_551499,auto,1263,27500,2023-09-10,2025-07-01,active,low
POL_624336,CUST_537883,health,1497,70000,2024-01-26,2025-08-01,active,medium
POL_472072,CUST_596115,health,696,87500,2019-02-11,2020-07-31,active,high
POL_295245,CUST_596115,life,963,187500,2020-12-22,2022-08-30,active,low
POL_624635,CUST_263664,life,2065,187500,2024-01-25,2025-07-03,inactive,high
POL_516639,CUST_263664,home,741,100000,2023-05-27,2026-02-17,active,high
POL_316246,CUST_732983,health,1357,70000,2023-03-26,2025-09-01,active,low
POL_725726,CUST_555901,auto,983,27500,2023-07-01,2024-12-20,inactive,high
POL_598675,CUST_628252,health,1045,70000,2024-11-01,2026-06-10,active,medium
POL_661027,CUST_628252,home,664,100000,2022-08-31,2025-07-29,active,medium
POL_724386,CUST_353707,life,2141,202500,2019-02-21,2022-02-20,active,high
POL_683651,CUST_493162,health,1534,84000,2024-11-22,2026-03-04,active,medium
POL_103003,CUST_495844,auto,2165,25000,2024-12-29,2026-06-04,active,high
POL_467289,CUST_748503,life,1978,150000,2024-12-20,2027-03-01,inactive,low
POL_375117,CUST_748503,auto,2116,25000,2019-01-09,2021-08-14,active,low
POL_890409,CUST_453185,life,1264,150000,2024-01-20,2025-11-11,inactive,high
POL_827721,CUST_453185,home,1210,100000,2024-07-11,2026-02-15,active,medium
POL_976253,CUST_643851,health,824,94500,2019-02-11,2020-03-30,inactive,medium
POL_842216,CUST_643851,home,1368,110000,2024-02-26,2026-06-03,active,high
POL_595553,CUST_611491,life,1940,165000,2019-07-25,2021-07-06,active,high
POL_283187,CUST_827795,life,1848,150000,2018-07-13,2019-11-21,active,medium
POL_264108,CUST_827795,auto,1763,25000,2019-04-27,2022-03-04,active,low
POL_399310,CUST_951625,health,2463,70000,2022-03-08,2023-12-08,active,high
POL_755565,CUST_869274,health,2618,87500,2022-02-07,2023-12-26,active,low
POL_432606,CUST_996422,health,1257,87500,2023-01-30,2025-09-11,active,high
POL_561696,CUST_996422,home,771,100000,2022-10-19,2025-02-10,active,low
POL_608502,CUST_534184,health,986,70000,2022-12-15,2025-10-27,active,high
POL_184401,CUST_534184,auto,891,25000,2022-12-23,2024-11-14,active,medium
POL_289811,CUST_429989,auto,1003,27500,2022-06-30,2024-09-08,active,medium
POL_738460,CUST_650777,life,2760,202500,2021-05-09,2022-05-22,active,high
POL_318759,CUST_572824,health,1684,70000,2018-06-07,2020-09-19,active,medium
POL_623798,CUST_925025,life,2370,180000,2024-12-03,2026-03-27,active,medium
POL_172266,CUST_925025,auto,1167,27500,2020-06-09,2022-07-23,active,medium
POL_363021,CUST_358428,auto,1799,25000,2021-12-28,2023-11-03,active,low
POL_741149,CUST_358428,home,1890,100000,2024-09-03,2025-11-23,active,medium
POL_394415,CUST_177473,life,1411,165000,2021-08-23,2024-02-09,active,high
POL_288327,CUST_795826,life,1115,150000,2021-01-16,2023-08-23,active,low
POL_521050,CUST_795826,home,1601,100000,2021-09-05,2024-09-04,active,low
POL_473828,CUST_503415,health,2342,84000,2024-08-27,2026-04-23,active,low
POL_765574,CUST_305600,auto,667,25000,2021-05-14,2023-10-19,active,medium
POL_870984,CUST_851932,auto,975,27500,2020-09-20,2023-03-27,active,low
POL_597626,CUST_758916,health,1217,70000,2022-05-24,2023-06-27,active,low
POL_453665,CUST_758916,home,1853,100000,2020-12-12,2022-08-03,inactive,high
POL_300761,CUST_883270,life,1929,150000,2022-03-15,2024-11-24,active,low
POL_667403,CUST_883270,auto,1396,25000,2018-09-26,2019-10-30,active,high
POL_776341,CUST_843320,auto,2187,25000,2022-06-15,2024-01-06,active,low
POL_720405,CUST_843320,home,2047,100000,2023-01-05,2025-12-03,active,medium
POL_152579,CUST_173617,home,925,130000,2022-09-24,2024-09-01,active,high
POL_477656,CUST_968713,health,1596,70000,2024-10-15,2027-02-25,active,medium
POL_719127,CUST_968713,auto,1535,25000,2020-03-07,2022-07-04,active,high
POL_979896,CUST_977239,life,1865,150000,2024-01-17,2026-06-23,active,low
POL_145241,CUST_977239,home,1372,100000,2023-10-11,2026-07-22,active,high
POL_675862,CUST_734402,life,1328,150000,2019-03-06,2021-10-14,active,high
POL_597834,CUST_221788,home,1633,100000,2021-05-25,2024-05-16,active,low
POL_574575,CUST_908371,auto,2120,25000,2023-04-29,2026-02-12,active,high
POL_399027,CUST_859670,health,2789,94500,2021-07-26,2023-11-10,active,medium
POL_141584,CUST_859670,home,2630,110000,2018-04-06,2020-05-16,active,high
POL_678934,CUST_698999,health,2802,94500,2021-11-01,2023-10-14,active,high
POL_929786,CUST_578202,health,2077,94500,2021-07-02,2024-01-06,active,medium
POL_995002,CUST_517252,life,2831,187500,2020-08-06,2022-01-23,active,medium
POL_861290,CUST_647044,health,2625,94500,2018-12-04,2020-02-14,active,medium
POL_153756,CUST_409253,health,1372,70000,2023-04-21,2025-07-28,active,low
POL_508674,CUST_481086,life,2405,150000,2022-04-18,2023-09-30,active,medium
POL_185220,CUST_481086,auto,2318,25000,2024-05-01,2026-11-02,active,high
POL_947008,CUST_260999,home,616,100000,2019-05-31,2021-09-03,active,high
POL_367221,CUST_515650,life,806,150000,2024-04-05,2026-03-04,active,medium
POL_847916,CUST_515650,auto,987,25000,2022-09-27,2024-07-07,active,medium
POL_424079,CUST_106366,life,580,150000,2022-07-04,2025-04-13,active,high
POL_608405,CUST_106366,auto,2095,25000,2019-10-21,2021-06-21,active,medium
POL_640268,CUST_150325,life,1583,202500,2024-01-16,2025-08-18,active,high
POL_785693,CUST_481820,life,1231,202500,2020-07-10,2022-02-27,active,low
POL_992275,CUST_481820,home,1142,110000,2019-09-26,2021-09-26,active,medium
POL_272583,CUST_716102,home,1546,100000,2024-06-25,2027-05-28,active,high
POL_946014,CUST_866338,auto,2140,25000,2019-12-14,2020-12-21,inactive,medium
POL_624284,CUST_249732,health,1379,70000,2020-04-30,2022-01-19,active,high
POL_694957,CUST_249732,life,1418,150000,2018-12-26,2020-01-30,inactive,low
POL_100126,CUST_108139,life,543,150000,2024-01-09,2025-04-02,active,low
POL_518577,CUST_829737,life,648,180000,2019-11-19,2022-01-20,active,medium
POL_632812,CUST_829737,home,2685,120000,2024-04-15,2025-04-28,active,high
POL_827789,CUST_830518,health,1933,87500,2020-11-17,2022-09-28,active,high
POL_250622,CUST_215678,auto,2381,25000,2018-10-12,2020-11-15,active,medium
POL_103688,CUST_215678,home,1922,100000,2022-08-23,2024-08-10,active,low
POL_471688,CUST_457441,health,2268,70000,2021-04-23,2022-10-05,active,low
POL_222086,CUST_457441,auto,2052,25000,2019-06-30,2022-02-06,active,medium
POL_443615,CUST_936101,home,2459,100000,2020-04-10,2022-07-21,active,high
POL_721115,CUST_302695,life,2326,150000,2023-05-25,2024-08-06,active,medium
POL_494225,CUST_302695,home,2270,100000,2022-06-04,2023-10-01,active,low
POL_656291,CUST_716424,life,1200,165000,2020-02-17,2021-09-21,active,low
POL_815289,CUST_224655,home,724,100000,2018-07-18,2020-11-14,active,low
POL_515491,CUST_573415,health,736,70000,2021-04-17,2023-02-26,active,low
POL_378219,CUST_573415,auto,1604,25000,2024-04-09,2026-04-28,active,high
POL_577907,CUST_213008,health,812,77000,2021-08-17,2022-08-26,active,high
POL_238441,CUST_213008,home,2054,100000,2020-04-08,2021-07-14,active,low
POL_337251,CUST_482392,life,955,150000,2021-07-30,2024-06-27,active,medium
POL_977684,CUST_735138,auto,1725,25000,2019-12-10,2021-03-24,active,medium
POL_332029,CUST_286586,health,1087,70000,2018-05-03,2021-02-13,active,medium
POL_393807,CUST_286586,home,1213,100000,2019-03-13,2021-04-04,active,high
POL_818589,CUST_584680,health,2500,87500,2022-04-24,2024-10-15,active,high
POL_853012,CUST_584680,life,2057,187500,2020-02-16,2022-11-01,active,medium
POL_237010,CUST_291177,health,2068,77000,2020-02-29,2022-12-23,active,medium
POL_403951,CUST_291177,life,1741,165000,2019-10-15,2022-04-05,active,high
POL_477322,CUST_158356,health,1778,70000,2022-08-20,2024-03-27,inactive,medium
POL_248022,CUST_158356,life,2387,150000,2018-03-10,2019-05-18,active,low
POL_375301,CUST_165157,life,1846,150000,2024-05-10,2025-07-31,active,high
POL_437198,CUST_165157,auto,1712,25000,2021-11-26,2023-04-07,active,low
POL_348121,CUST_528187,auto,2312,25000,2024-06-20,2026-06-29,inactive,low
POL_384768,CUST_528187,home,671,100000,2022-05-07,2024-05-14,active,high
POL_404053,CUST_618854,life,1995,150000,2021-10-11,2024-07-10,active,medium
POL_205101,CUST_618854,home,1238,100000,2024-08-03,2027-03-07,active,medium
POL_243471,CUST_260592,life,1141,150000,2018-10-16,2019-10-20,active,low
POL_798585,CUST_134891,home,1810,100000,2023-08-28,2026-03-08,active,medium
POL_978001,CUST_229195,life,679,202500,2018-10-26,2020-07-04,active,high
POL_169928,CUST_707105,health,2430,94500,2021-03-25,2022-08-06,active,low
POL_400208,CUST_707105,life,3318,202500,2018-01-26,2019-03-01,inactive,medium
POL_251276,CUST_620473,health,1768,77000,2023-04-16,2025-04-12,active,low
POL_678007,CUST_593531,health,582,70000,2023-11-26,2025-09-12,active,medium
POL_447235,CUST_745430,life,1427,187500,2021-11-22,2024-10-15,active,high
POL_952236,CUST_745430,home,1387,100000,2023-10-20,2025-11-15,inactive,low
POL_437888,CUST_904625,life,874,150000,2018-08-14,2021-06-02,active,medium
POL_118545,CUST_727794,life,1350,187500,2023-02-28,2024-05-28,active,medium
POL_729730,CUST_378431,health,3585,101500,2023-08-02,2025-03-08,active,high
POL_976025,CUST_378431,home,952,120000,2022-08-13,2025-03-22,active,low
POL_812543,CUST_939574,health,1453,70000,2022-04-06,2023-12-19,inactive,high
POL_895597,CUST_826851,health,1823,70000,2020-09-11,2022-08-19,active,high
POL_763445,CUST_410909,health,3213,91000,2020-02-09,2022-09-06,active,high
POL_584566,CUST_577801,life,2331,187500,2021-09-29,2022-12-22,active,medium
POL_606592,CUST_567679,health,2431,94500,2021-05-30,2023-09-17,active,low
POL_107641,CUST_567679,auto,639,27500,2020-03-11,2023-02-23,active,high
POL_360739,CUST_857117,auto,2443,25000,2019-06-16,2021-10-01,active,low
POL_582394,CUST_392342,life,1241,150000,2024-02-16,2025-07-26,active,high
POL_830601,CUST_392342,auto,1128,25000,2020-08-17,2022-01-23,active,medium
POL_161217,CUST_165119,life,2267,165000,2019-06-07,2021-05-17,active,medium
POL_321155,CUST_414058,life,2513,165000,2021-05-30,2023-11-23,active,medium
POL_998462,CUST_755929,health,1080,77000,2019-07-15,2021-03-08,inactive,low
POL_544636,CUST_385746,auto,646,25000,2022-08-10,2024-04-28,active,medium
POL_655986,CUST_385746,home,1244,100000,2018-05-03,2020-01-12,inactive,low
POL_189223,CUST_954056,health,2657,87500,2021-08-31,2023-06-29,active,high
